Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Nursulton Ruziboev,Nursulton Ruziboev,Dustin Stoltzfus,0-0,35-21,1-2,0-2,Middleweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Melquizael Costa,Melquizael Costa,Julian Erosa,0-0,102-69,2-3,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Gabe Green,Gabe Green,Matheus Camilo,0-0,12-13,0-2,1-1,Lightweight,SUB-Rear-Naked-Choke,2,3:43
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Jared Gordon,Jared Gordon,Thiago Moises,1-0,7-5,1-0,0-0,Lightweight,KO/TKO-Punch,1,3:37
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Yadier del Valle,Yadier del Valle,Connor Matthews,0-0,9-3,1-0,1-0,Featherweight,SUB-Rear-Naked-Choke,1,2:54
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Luana Santos,Luana Santos,Tainara Lisboa,0-0,15-6,2-0,1-0,Women's Bantamweight,SUB-Keylock,2,4:59
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Denise Gomes,Denise Gomes,Elise Reed,1-0,28-11,3-0,0-0,Women's Strawweight,KO/TKO-Punches,2,0:30
UFC Fight Night: Burns vs. Morales,"May 17, 2025",HyunSung Park,HyunSung Park,Carlos Hernandez,0-0,14-4,1-0,1-0,Flyweight,SUB-Rear-Naked-Choke,1,2:26
UFC Fight Night: Burns vs. Morales,"May 17, 2025",Tecia Pennington,Tecia Pennington,Luana Pinheiro,0-0,63-40,0-5,0-0,Women's Strawweight,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Jack Della Maddalena,Jack Della Maddalena,Belal Muhammad,0-0,178-132,0-3,0-0,Welterweight,U-DEC,5,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Valentina Shevchenko,Valentina Shevchenko,Manon Fiorot,1-0,72-71,2-1,0-0,Women's Flyweight,U-DEC,5,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Aiemann Zahabi,Aiemann Zahabi,Jose Aldo,0-1,99-68,0-0,0-0,Featherweight,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Natalia Silva,Natalia Silva,Alexa Grasso,0-0,65-45,0-0,0-0,Women's Flyweight,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Benoit Saint Denis,Benoit Saint Denis,Kyle Prepolec,0-0,54-12,3-0,2-0,Lightweight,SUB-Arm-Triangle,2,2:35
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Mike Malott,Mike Malott,Charles Radtke,1-0,36-10,0-0,0-0,Welterweight,KO/TKO-Punch,2,0:26
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Jasmine Jasudavicius,Jasmine Jasudavicius,Jessica Andrade,0-0,11-4,1-0,1-0,Women's Flyweight,SUB-Rear-Naked-Choke,1,2:40
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Modestas Bukauskas,Modestas Bukauskas,Ion Cutelaba,0-0,44-58,0-0,0-0,Light Heavyweight,S-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Navajo Stirling,Navajo Stirling,Ivan Erslan,1-0,110-36,3-0,0-0,Light Heavyweight,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Marc-Andre Barriault,Marc-Andre Barriault,Bruno Silva,1-0,14-6,0-0,0-0,Middleweight,KO/TKO-Elbows,1,1:27
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Daniel Santos,Daniel Santos,JeongYeong Lee,0-0,90-68,6-0,0-0,Featherweight,U-DEC,3,5:00
UFC 315: Muhammad vs. Della Maddalena,"May 10, 2025",Bekzat Almakhan,Bekzat Almakhan,Brad Katona,1-0,8-1,0-0,0-0,Bantamweight,KO/TKO-Punch,1,1:04
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Cory Sandhagen,Cory Sandhagen,Deiveson Figueiredo,0-0,54-6,2-2,0-0,Bantamweight,KO/TKO,2,4:08
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Reinier de Ridder,Reinier de Ridder,Bo Nickal,1-0,22-8,0-1,0-0,Middleweight,KO/TKO-Knee,2,1:53
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Daniel Rodriguez,Daniel Rodriguez,Santiago Ponzinibbio,1-0,66-49,0-1,0-0,Welterweight,KO/TKO-Punch,3,1:12
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Montel Jackson,Montel Jackson,Daniel Marcos,0-0,30-17,2-3,1-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Serhiy Sidey,Serhiy Sidey,Cameron Smotherman,0-0,55-58,5-0,1-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Mason Jones,Mason Jones,Jeremy Stephens,0-0,81-42,8-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Yana Santos,Yana Santos,Miesha Tate,0-0,66-40,0-1,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Azamat Bekoev,Azamat Bekoev,Ryan Loder,2-0,23-13,0-0,0-0,Middleweight,KO/TKO-Punch,1,2:44
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Gillian Robertson,Gillian Robertson,Marina Rodriguez,0-0,16-4,2-0,0-1,Women's Strawweight,KO/TKO-Punches,2,2:07
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Quang Le,Quang Le,Gaston Bolanos,0-0,10-5,4-0,1-0,Bantamweight,SUB-Rear-Naked-Choke,2,1:54
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Thomas Petersen,Thomas Petersen,Don'Tale Mayes,0-0,28-3,9-0,1-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Figueiredo,"May 03, 2025",Juliana Miller,Juliana Miller,Ivana Petrovic,0-0,22-25,3-1,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Ian Machado Garry,Ian Machado Garry,Carlos Prates,0-0,126-63,4-0,0-0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Zhang Mingyang,Zhang Mingyang,Anthony Smith,0-0,63-10,0-0,0-0,Light Heavyweight,KO/TKO-Elbows,1,4:03
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",David Onama,David Onama,Giga Chikadze,0-0,49-43,3-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Abus Magomedov,Abus Magomedov,Michel Pereira,0-0,78-73,1-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Randy Brown,Randy Brown,Nicolas Dalby,1-1,54-26,0-0,0-0,Welterweight,KO/TKO-Punch,2,1:39
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Ikram Aliskerov,Ikram Aliskerov,Andre Muniz,1-0,44-16,0-0,0-0,Middleweight,KO/TKO-Punches,1,4:54
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Matt Schnell,Matt Schnell,Jimmy Flick,0-0,35-12,0-5,3-1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Evan Elder,Evan Elder,Gauge Young,0-0,115-81,0-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Chris Gutierrez,Chris Gutierrez,John Castaneda,1-0,46-41,0-1,0-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Da'Mon Blackshear,Da'Mon Blackshear,Alatengheili,0-0,125-61,0-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Malcolm Wellmaker,Malcolm Wellmaker,Cameron Saaiman,1-0,6-9,0-0,0-0,Bantamweight,KO/TKO-Punch,1,1:59
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Jaqueline Amorim,Jaqueline Amorim,Polyana Viana,0-0,6-0,2-0,1-0,Women's Strawweight,SUB-Rear-Naked-Choke,2,1:49
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Timmy Cuamba,Timmy Cuamba,Roberto Romero,1-0,33-35,1-0,0-0,Featherweight,KO/TKO-Flying-Knee,2,3:55
UFC Fight Night: Machado Garry vs. Prates,"April 26, 2025",Joselyne Edwards,Joselyne Edwards,Chelsea Chandler,0-0,30-10,1-0,0-0,Women's Bantamweight,KO/TKO-Punches,1,2:31
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Alexander Volkanovski,Alexander Volkanovski,Diego Lopes,0-1,158-63,1-0,0-0,Featherweight,U-DEC,5,5:00
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Paddy Pimblett,Paddy Pimblett,Michael Chandler,0-0,80-11,1-4,0-0,Lightweight,KO/TKO-Elbows,3,3:07
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Yair Rodriguez,Yair Rodriguez,Patricio Freire,1-0,70-17,1-1,0-1,Featherweight,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Jean Silva,Jean Silva,Bryce Mitchell,1-0,27-36,0-1,3-0,Featherweight,SUB-Guillotine-Choke,2,3:52
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Dominick Reyes,Dominick Reyes,Nikita Krylov,1-0,8-4,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,2:24
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Dan Ige,Dan Ige,Sean Woodson,0-0,44-51,0-0,0-0,Featherweight,KO/TKO-Punches,3,1:12
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Virna Jandiroba,Virna Jandiroba,Yan Xiaonan,0-0,11-17,3-0,3-0,Women's Strawweight,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Chase Hooper,Chase Hooper,Jim Miller,0-0,21-13,8-1,1-2,Lightweight,U-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Julian Erosa,Julian Erosa,Darren Elkins,0-0,54-13,0-1,0-0,Featherweight,KO/TKO-Punches,1,4:15
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Michal Oleksiejczuk,Michal Oleksiejczuk,Sedriques Dumas,1-0,34-3,0-0,0-0,Middleweight,KO/TKO-Punches,1,2:49
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Sumudaerji,Sumudaerji,Mitch Raposo,0-0,45-9,0-6,0-0,Flyweight,S-DEC,3,5:00
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Marco Tulio,Marco Tulio,Tresean Gore,2-0,127-17,0-0,0-0,Middleweight,KO/TKO-Punch,2,3:16
UFC 314: Volkanovski vs. Lopes,"April 12, 2025",Nora Cornolle,Nora Cornolle,Hailey Cowan,0-0,8-3,0-1,1-0,Women's Bantamweight,SUB-Rear-Naked-Choke,2,1:52
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Lerone Murphy,Lerone Murphy,Josh Emmett,0-0,84-41,0-4,0-0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Pat Sabatini,Pat Sabatini,Joanderson Brito,0-0,24-3,4-0,1-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",ChangHo Lee,ChangHo Lee,Cortavious Romious,0-0,44-11,2-2,1-0,Bantamweight,KO/TKO-Elbows,2,3:48
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Brad Tavares,Brad Tavares,Gerald Meerschaert,0-0,47-38,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Ode Osbourne,Ode Osbourne,Luis Gurule,1-0,18-12,0-1,0-0,Flyweight,KO/TKO-Punch,2,1:54
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Torrez Finney,Torrez Finney,Robert Valentin,0-0,4-23,8-0,0-0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Dione Barbosa,Dione Barbosa,Diana Belbita,0-0,27-20,1-0,1-0,Women's Flyweight,SUB-Arm-Triangle,1,4:13
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Rhys McKee,Rhys McKee,Daniel Frunza,3-0,43-43,0-0,0-0,Welterweight,KO/TKO,1,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Loma Lookboonmee,Loma Lookboonmee,Istela Nunes,0-0,32-36,3-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Victor Henry,Victor Henry,Pedro Falcao,1-0,73-57,2-4,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Martin Buday,Martin Buday,Uran Satybaldiev,0-0,58-36,0-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Murphy,"April 05, 2025",Talita Alencar,Talita Alencar,Vanessa Demopoulos,0-0,45-10,4-0,1-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Brandon Moreno,Brandon Moreno,Steve Erceg,0-0,89-116,1-0,0-0,Flyweight,U-DEC,5,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Manuel Torres,Manuel Torres,Drew Dober,1-0,23-3,0-0,0-0,Lightweight,KO/TKO-Punches,1,1:45
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Edgar Chairez,Edgar Chairez,CJ Vergara,0-0,8-6,0-0,1-0,Flyweight,SUB-Rear-Naked-Choke,1,2:30
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Raul Rosas Jr.,Raul Rosas Jr.,Vince Morales,0-0,20-17,4-1,0-2,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",David Martinez,David Martinez,Saimon Oliveira,1-0,27-7,0-0,0-0,Bantamweight,KO/TKO-Knee,1,4:38
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Kevin Borjas,Kevin Borjas,Ronaldo Rodriguez,1-0,83-64,0-1,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Ateba Gautier,Ateba Gautier,Jose Medina,1-0,28-17,0-0,0-0,Middleweight,KO/TKO-Knee,1,3:32
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Melquizael Costa,Melquizael Costa,Christian Rodriguez,0-0,65-64,1-6,1-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Loopy Godinez,Loopy Godinez,Julia Polastri,0-0,84-87,5-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Rafa Garcia,Rafa Garcia,Vinc Pichel,0-0,64-79,2-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",Jamall Emmers,Jamall Emmers,Gabriel Miranda,2-0,33-18,0-2,0-1,Featherweight,KO/TKO-Punch,1,4:06
UFC Fight Night: Moreno vs. Erceg,"March 29, 2025",MarQuel Mederos,MarQuel Mederos,Austin Hubbard,0-0,44-26,0-2,0-1,Lightweight,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Sean Brady,Sean Brady,Leon Edwards,0-0,57-23,5-0,1-0,Welterweight,SUB-Guillotine-Choke,4,1:39
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Carlos Ulberg,Carlos Ulberg,Jan Blachowicz,0-0,75-59,0-0,0-0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Kevin Holland,Kevin Holland,Gunnar Nelson,1-0,55-15,0-3,0-1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Alexia Thainara,Alexia Thainara,Molly McCann,0-0,11-9,1-0,2-0,Women's Strawweight,SUB-Rear-Naked-Choke,1,4:32
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Chris Duncan,Chris Duncan,Jordan Vucenic,1-0,15-16,4-1,1-0,Lightweight,SUB-Guillotine-Choke,2,3:42
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Nathaniel Wood,Nathaniel Wood,Morgan Charriere,1-0,72-42,0-1,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Chris Padilla,Chris Padilla,Jai Herbert,0-0,39-38,0-0,0-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Lone'er Kavanagh,Lone'er Kavanagh,Felipe dos Santos,0-0,58-51,4-0,0-1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Marcin Tybura,Marcin Tybura,Mick Parkin,0-0,61-60,1-1,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Christian Leroy Duncan,Christian Leroy Duncan,Andrey Pulyaev,0-0,73-18,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Shauna Bannon,Shauna Bannon,Puja Tomar,0-1,52-36,0-0,2-0,Women's Strawweight,SUB-Armbar,2,3:22
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Caolan Loughran,Caolan Loughran,Nathan Fletcher,0-0,30-59,6-1,0-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Brady,"March 22, 2025",Kaue Fernandes,Kaue Fernandes,Guram Kutateladze,2-0,79-29,2-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Roman Dolidze,Roman Dolidze,Marvin Vettori,0-0,141-111,0-0,0-0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Chidi Njokuani,Chidi Njokuani,Elizeu Zaleski dos Santos,1-0,46-17,0-1,0-0,Welterweight,KO/TKO-Knee,2,2:19
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Alexander Hernandez,Alexander Hernandez,Kurt Holobaugh,0-0,59-71,4-0,0-1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Da'Mon Blackshear,Da'Mon Blackshear,Cody Gibson,0-0,13-45,0-1,3-0,Bantamweight,SUB-Kimura,2,4:09
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Brendson Ribeiro,Brendson Ribeiro,Diyar Nurgozhay,1-0,28-17,0-2,1-0,Light Heavyweight,SUB-Kimura,2,1:28
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Kevin Vallejos,Kevin Vallejos,SeungWoo Choi,1-0,14-16,0-0,0-0,Featherweight,KO/TKO-Punches,1,3:09
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Waldo Cortes-Acosta,Waldo Cortes-Acosta,Ryan Spann,1-0,66-23,0-0,0-0,Heavyweight,KO/TKO-Punches,2,4:48
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",SuYoung You,SuYoung You,AJ Cunningham,0-0,18-16,5-0,1-1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Carlos Vera,Carlos Vera,Josias Musasa,1-0,16-13,0-0,2-0,Bantamweight,SUB-Rear-Naked-Choke,1,3:16
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Sam Hughes,Sam Hughes,Stephanie Luciano,0-0,76-82,3-1,1-0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Andre Lima,Andre Lima,Daniel Barez,0-0,108-33,2-1,1-0,Flyweight,SUB-Rear-Naked-Choke,3,3:05
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Priscila Cachoeira,Priscila Cachoeira,Josiane Nunes,1-0,37-31,0-0,0-0,Women's Bantamweight,KO/TKO-Punch,1,2:46
UFC Fight Night: Vettori vs. Dolidze 2,"March 15, 2025",Carli Judice,Carli Judice,Yuneisy Duben,1-0,17-14,0-0,0-0,Women's Flyweight,KO/TKO-Kick,1,1:40
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Magomed Ankalaev,Magomed Ankalaev,Alex Pereira,0-0,94-76,0-0,0-0,Light Heavyweight,U-DEC,5,5:00
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Justin Gaethje,Justin Gaethje,Rafael Fiziev,1-0,72-68,0-2,0-0,Lightweight,U-DEC,3,5:00
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Ignacio Bahamondes,Ignacio Bahamondes,Jalin Turner,0-0,10-7,0-0,1-0,Lightweight,SUB-Triangle-Choke,1,2:29
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Amanda Lemos,Amanda Lemos,Iasmin Lucindo,0-0,12-4,3-1,0-0,Women's Strawweight,U-DEC,3,5:00
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Mauricio Ruffy,Mauricio Ruffy,King Green,1-0,4-4,0-0,0-0,Lightweight,KO/TKO-Kick,1,2:07
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Joshua Van,Joshua Van,Rei Tsuruya,0-0,59-32,0-4,0-0,Flyweight,U-DEC,3,5:00
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Brunno Ferreira,Brunno Ferreira,Armen Petrosyan,0-0,27-46,2-0,1-0,Middleweight,SUB-Armbar,2,4:27
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Carlos Leal,Carlos Leal,Alex Morono,0-0,79-40,0-0,0-0,Welterweight,KO/TKO-Punches,1,4:16
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Mairon Santos,Mairon Santos,Francis Marshall,0-0,58-39,0-3,0-0,Featherweight,S-DEC,3,5:00
UFC 313: Pereira vs. Ankalaev,"March 08, 2025",Ozzy Diaz,Ozzy Diaz,Djorden Santos,0-0,135-131,0-1,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Manel Kape,Manel Kape,Asu Almabayev,0-0,61-40,0-0,0-0,Flyweight,KO/TKO-Punches,3,2:16
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Cody Brundage,Cody Brundage,Julian Marquez,1-0,44-37,0-0,0-1,Middleweight,KO/TKO-Punches,1,4:45
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Nasrat Haqparast,Nasrat Haqparast,Esteban Ribovics,0-0,135-147,1-0,0-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Hyder Amil,Hyder Amil,William Gomis,0-0,115-101,1-0,0-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Sam Patterson,Sam Patterson,Danny Barlow,1-0,18-15,0-0,0-0,Welterweight,KO/TKO-Punch,1,3:10
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Mario Pinto,Mario Pinto,Austen Lane,1-1,13-32,0-0,0-0,Heavyweight,KO/TKO-Punch,2,0:39
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Chepe Mariscal,Chepe Mariscal,Ricardo Ramos,0-0,85-37,2-1,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Danny Silva,Danny Silva,Lucas Almeida,0-0,82-74,1-0,0-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",JJ Aldrich,JJ Aldrich,Andrea Lee,0-0,74-53,2-1,0-1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Kape vs. Almabayev,"March 01, 2025",Ramazan Temirov,Ramazan Temirov,Charles Johnson,0-0,55-66,1-0,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Song Yadong,Song Yadong,Henry Cejudo,0-0,84-67,0-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Anthony Hernandez,Anthony Hernandez,Brendan Allen,0-0,30-14,4-0,0-1,Middleweight,U-DEC,3,5:00
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Rob Font,Rob Font,Jean Matsumoto,0-0,95-77,0-7,1-0,Catch Weight,S-DEC,3,5:00
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Jean Silva,Jean Silva,Melsik Baghdasaryan,1-0,18-7,0-0,0-0,Featherweight,KO/TKO-Punch,1,4:15
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Alonzo Menifield,Alonzo Menifield,Julius Walker,0-0,87-86,0-1,0-0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Ion Cutelaba,Ion Cutelaba,Ibo Aslan,0-0,14-15,2-0,1-0,Light Heavyweight,SUB-Arm-Triangle,1,2:51
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Melquizael Costa,Melquizael Costa,Andre Fili,0-0,27-7,0-1,1-0,Featherweight,SUB-Guillotine-Choke,1,4:30
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Mansur Abdul-Malik,Mansur Abdul-Malik,Nick Klein,0-0,29-28,1-1,0-0,Middleweight,KO/TKO-Punches,2,3:24
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Ricky Simon,Ricky Simon,Javid Basharat,1-0,11-20,1-0,0-0,Bantamweight,KO/TKO-Punch,1,3:58
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Austin Vanderford,Austin Vanderford,Nikolay Veretennikov,0-0,39-5,2-0,1-0,Catch Weight,KO/TKO-Punches,2,4:13
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Nursulton Ruziboev,Nursulton Ruziboev,Eric McConico,2-0,20-5,0-0,0-0,Middleweight,KO/TKO-Punch,2,0:33
UFC Fight Night: Cejudo vs. Song,"February 22, 2025",Modestas Bukauskas,Modestas Bukauskas,Rafael Cerqueira,1-0,16-9,0-0,0-0,Light Heavyweight,KO/TKO-Punches,1,2:12
UFC Fight Night: Cannonier vs. Rodrigues,"February 15, 2025",Jared Cannonier,Jared Cannonier,Gregory Rodrigues,2-2,98-93,1-0,0-0,Middleweight,KO/TKO-Punches,4,0:21
UFC Fight Night: Cannonier vs. Rodrigues,"February 15, 2025",Youssef Zalal,Youssef Zalal,Calvin Kattar,0-0,74-38,0-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Rodrigues,"February 15, 2025",Edmen Shahbazyan,Edmen Shahbazyan,Dylan Budka,1-0,7-1,0-0,0-0,Middleweight,KO/TKO-Punch,1,1:35
